timestamp,tweet_text,username,all_hashtags,followers_count,location
2020-11-21 16:59:09,b'@Alliance4Socent @Prof_RanaDajani excellent @wef The poorest countries will be the hardest hit by #COVID19 already faced #conflict #inequalities #climatechange #humanrightsviolations #corruption CAPE Vulnerability Index #CVI offers a different perspective of how #ForeignAid is utilised https://t.co/STBvGn4Vvy',b'geopsychiatry',"['COVID19', 'conflict', 'inequalities', 'climatechange', 'humanrightsviolations', 'corruption', 'CVI', 'ForeignAid']",1025,Europe/USA/Global
2020-11-21 15:58:09,"b'Armed #conflict is one of the greatest threats to #Africa\xe2\x80\x99s #development. Today, many countries are in near civil conflict, others face heightened risk of armed #violence, while others are emerging from protracted #wars. The challenges ahead are sobering. https://t.co/eLCOJCDA59 https://t.co/zK8ZEIH7PH'",b'Gallevien',"['conflict', 'Africa', 'development', 'violence', 'wars']",175,Johannesburg
2020-11-21 15:26:26,"b'""The Matrix Of Conflict: Escaping the Matrix by understanding why we get trapped in confrontational situations"" #ebook https://t.co/LUuIx0odWj #thematrix #negotiation #conflict #strategy #tactical #Management #selfhelp #winning #iwin #leadership #leadershipskills @Asaf_Shani'",b'Asaf_Shani',"['ebook', 'thematrix', 'negotiation', 'conflict', 'strategy', 'tactical', 'Management', 'selfhelp', 'winning', 'iwin', 'leadership', 'leadershipskills']",55218,World
2020-11-21 15:26:17,"b'""That\'s No Way To Negotiate! - Common Negotiation Mistakes And What You Can Do To Avoid Them"" #ebook https://t.co/kO0JwqwyYJ #negotiation #conflict #strategy #tactical #Management #selfhelp #winning #iwin @Asaf_Shani'",b'Asaf_Shani',"['ebook', 'negotiation', 'conflict', 'strategy', 'tactical', 'Management', 'selfhelp', 'winning', 'iwin']",55218,World
2020-11-21 15:26:07,b'The Romance of Ego &amp; Conflict: A Practical-Spiritual Guide For Improving Your Conflict &amp; Negotiation Abilities By Dissolving Your Own Ego #ebook https://t.co/wqSoeQ3s4O #conflict #negotiation #Ego #EGOIST @EckhartTolle #spirituality #selfhelp #personaldevelopment #personalgrowth',b'Asaf_Shani',"['ebook', 'conflict', 'negotiation', 'Ego', 'EGOIST', 'spirituality', 'selfhelp', 'personaldevelopment', 'personalgrowth']",55218,World
2020-11-21 15:25:58,"b'\xe2\x80\x9cNegotiation Tactics - Levers, Guns &amp; Sanctions: Pre Negotiation Moves to Bring Reluctant Parties to Collaboration\xe2\x80\x9d #ebook https://t.co/cLoSq1on0A #negotiation #conflict #strategy #tactical #Management #selfhelp #winning #iwin @Asaf_Shani'",b'Asaf_Shani',"['ebook', 'negotiation', 'conflict', 'strategy', 'tactical', 'Management', 'selfhelp', 'winning', 'iwin']",55218,World
2020-11-21 15:25:50,"b'""The I Win Negotiation &amp; Conflict Approach: Compromise Less And Win More with A Better Alternative To The Win-Win Approach"" #ebook  https://t.co/cjUQeJuUy3 #negotiation #conflict #strategy #tactical #Management #selfhelp #winning #iwin @Asaf_Shani'",b'Asaf_Shani',"['ebook', 'negotiation', 'conflict', 'strategy', 'tactical', 'Management', 'selfhelp', 'winning', 'iwin']",55218,World
2020-11-21 15:25:41,"b'""Negotiation Manipulation Moves: Smart And Acceptable Manipulation Tactics You Can Employ To Turn The Negotiation Odds In Your Favor"" #ebook  https://t.co/AyhhfkOVwm #negotiation #conflict #strategy #tactical #Management #selfhelp #winning @Asaf_Shani'",b'Asaf_Shani',"['ebook', 'negotiation', 'conflict', 'strategy', 'tactical', 'Management', 'selfhelp', 'winning']",55218,World
2020-11-21 15:25:19,b'\xe2\x80\x9cKid-Friendly Ways to Change Behavior - Fun Conflict Management Tactics for Parents\xe2\x80\x9d https://t.co/UUWFoDW0LL #ebook #conflict #parenting #Parents #education #fun #Selfesteem @Asaf_Shani',b'Asaf_Shani',"['ebook', 'conflict', 'parenting', 'Parents', 'education', 'fun', 'Selfesteem']",55218,World
2020-11-21 15:22:35,"b'UN:   a critical venue in which the ICRC can engage,  a global institution, member states,orgs on #conflict and #humanitarian implications, importance of #neutrality and international humanitarian law.   \xf0\x9f\x91\x8f to .@ICRC_NYC  @LCourtoisICRC   #multilateralism matters. https://t.co/Ij5UduFqfm'",b'marciakimwong',"['conflict', 'humanitarian', 'neutrality', 'multilateralism']",1091,"Washington, DC"
